job_id,title,department,salary_range,telecommuting,has_company_logo,has_questions,fraudulent,country_id,emp_type_id,req_exp_id,req_edu_id,industry_id,function_id
10799,Customer Service Associate ,,,False,True,False,False,1,2,6,4,38,2
10800,Customer Service Associate,,,False,True,False,False,1,2,6,4,11,2
10801,Head Of Supply,Landlord ,,False,True,False,False,4,3,3,1,1,3
10802,NYC Field Organizer,Marketing,,False,True,True,False,1,2,3,2,1,1
10803,Production Logistician / Liason ,,,False,True,False,False,1,2,6,4,14,2
10804,Customer Service Associate ,,,False,True,False,False,1,2,6,4,22,2
10805,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,14,2
10806,Customer Service Associate ,,,False,True,False,False,1,2,6,4,23,2
10807,Customer Service Technical Specialist,,,False,True,False,False,1,2,6,4,11,2
10808,Customer Service Associate,,,False,True,False,False,1,2,6,4,14,2
10809,UX/UI Designer,,60000-80000,False,True,False,False,1,2,3,1,1,3
10810,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,10
10811,Front-End Developer,Permanent,,False,True,False,False,2,2,4,1,6,3
10812,Software Architect for Greenfield Project,,,False,True,True,False,1,2,2,2,16,7
10813,Quality Assurance Lead,,,False,True,True,False,1,2,5,1,10,30
10814,Customer Service Associate ,,,False,True,False,False,1,2,6,4,13,2
10815,Graphic Design Superstar for a Startup Company | StudyHall.com,,,False,True,True,False,1,4,1,1,1,11
10816,Grange Moore Customer Service Apprenticeship 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,2
10817,Customer Service Associate - Part Time ,,,False,True,False,False,9,4,6,4,14,2
10818,Cooks & Cashiers,,,False,False,False,False,1,3,3,1,74,3
10819,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10820,Product Manager,,,False,True,True,False,1,3,3,1,1,3
10821,Agent-Inbound Sales Position,,1150-1150,True,True,False,False,1,2,6,4,13,2
10822,Data Engineer - Risk,Risk,,False,True,False,False,4,2,5,2,7,9
10823,Junior Marketing Manager - Twoo,,,False,True,True,False,14,3,3,1,1,3
10824,Outside Sales Professional-Livonia,,,False,True,False,False,1,3,3,1,1,3
10825,General Clerk II/Driver II ,,,False,True,False,False,1,2,6,4,89,2
10826,Sales Professional,,,False,True,False,False,1,2,5,2,26,4
10827,Account Strategist (Non-Profit Experience Needed),Account Management,,False,True,False,False,1,2,3,1,1,3
10828,Marketing Specialist ,,,False,True,False,False,1,2,5,2,8,1
10829,Estimating Admin,Estimating,,False,True,True,False,1,2,5,4,15,10
10830,Service Delivery Manager I ,,,False,True,False,False,1,2,6,2,14,2
10831,UI Developer ,,,False,True,False,False,11,3,3,1,1,3
10832,Aberdeen Driving Goods Vehicle Apprenticeship Under NAS 18 Year Olds Only,,,False,True,True,False,4,2,2,4,44,34
10833,Software/Firmware Expert ,tech,55000-90000,False,True,True,False,3,2,4,3,6,9
10834,WF4 3HT Business Admin Apprenticeship available under NAS 16-18 year olds,,,False,True,False,False,4,3,3,1,1,3
10835,UI Developer ,,,False,True,False,False,11,3,3,1,1,3
10836,Customer Service Associate ,,,False,True,False,False,1,2,6,4,32,2
10837,Shipper,Operations,,False,True,True,False,1,3,3,1,1,8
10838,Maintenance Superintendent - CMMS SAP - TX,,,False,False,False,False,1,2,3,1,1,3
10839,Senior Developer to join our Team,,,False,True,False,False,13,4,4,5,41,7
10840,Driver - Heavy Duty (Phoenix),Operations,,False,True,True,False,1,3,3,1,1,8
10841, Senior PHP Developer,tech,,False,True,False,False,3,2,6,2,1,3
10842,Dinosaur hunter / Junior developer,,30000-45000,False,True,True,False,4,2,3,2,3,7
10843,Growth Marketing Expert,,,False,True,True,False,13,2,3,3,3,1
10844,Insurance Sales Representative,,,False,True,False,False,1,3,2,5,23,4
10845,Customer Service Associate ,,,False,True,False,False,1,2,6,4,6,2
10846,General Clerk 2 - Call Center Agent ,,,False,True,False,False,1,2,6,4,8,2
10847,Account Executive ,Retailer Support,25000-25000,False,True,False,False,1,2,6,4,7,2
10848,Global Expansion Manager,,,False,True,True,False,65,2,5,3,6,15
10849,Senior Client Services Engineer,Client Services,,False,True,True,False,1,2,4,2,10,9
10850,Hiring for Senior SAP Solution Engineer,,120000-130000,False,False,False,True,1,2,4,1,6,7
10851,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
10852,Senior Software Developer,,,False,True,False,False,1,2,4,1,7,9
10853,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10854,Shipping Associate,Distribution Center,,False,True,True,False,1,1,6,4,60,34
10855,Conversion Rate Specialist (Digital Marketing),Marketing,,False,True,True,False,6,2,4,1,1,1
10856,Customer Services Associate - Data Entry ,,,False,True,False,False,1,2,6,4,4,18
10857, Family Advocate,Head Start,,False,True,True,False,1,2,3,1,1,3
10858,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
10859,SENIOR .NET DEVELOPER,Information Technology,,False,True,False,False,51,2,3,3,26,7
10860,Market Analyst,,,False,True,False,False,54,2,6,3,1,32
10861,Agent-Inbound Cust Svc,,10-Nov,True,True,False,False,1,2,6,4,13,2
10862,Are you the next Social Media star? | StudyHall.com,,,True,True,False,False,1,4,1,1,1,22
10863,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,2
10864,Service Delivery Manager 2,,,False,True,False,False,1,2,4,4,89,6
10865,Store Manager,,,False,False,False,False,1,2,3,1,60,6
10866,IT Helpdesk Administrator,MIS,,False,True,True,False,25,2,4,1,64,7
10867,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,14,2
10868,Management Accountant,,,False,True,False,False,4,2,4,10,3,28
10869,QA and Test Engineer,QA,,False,True,True,False,10,2,5,2,6,7
10870,Financial Analyst,,,False,True,True,False,14,3,3,1,1,3
10871,Database Researcher,,20000-20000,False,True,False,False,1,2,6,4,35,3
10872,"Full-Time Caregiver for an Agreeable, Shy Young Man",,,False,True,True,False,1,2,6,4,1,3
10873,Hardware Systems Design Engineer (US),Engineering,80000-100000,False,True,True,False,1,2,4,2,40,9
10874,Driver I - Part Time ,,,False,True,False,False,1,4,6,4,7,2
10875,"Home Health CNA--Mountain Home, ID",,,False,True,False,False,1,3,3,1,1,3
10876,Senior Account Manager,,,False,False,False,False,1,2,4,2,55,20
10877,English Teacher Abroad ,,,False,True,True,False,9,5,3,2,17,3
10878,Assembly & Test Engineer,,,False,True,False,True,1,2,3,2,16,9
10879,Customer Service Associate ,,,False,True,False,False,1,2,6,4,23,2
10880,Electrical Maintenance Technician,,,False,False,False,False,1,2,3,1,1,3
10881,"Home Health CNA--Yakima, WA",,,False,True,False,False,1,3,3,1,1,3
10882,Social Media and Editorial Intern for Krrb.com (Paid),,,False,True,True,False,1,1,1,1,5,33
10883,Delivery Driver - Part Time ,,,False,True,False,False,1,4,6,4,6,2
10884,Agent-Inbound Cust Svc,,10-Oct,True,True,False,False,1,2,6,4,13,2
10885,PR8 1NY Recruitment Apprenticeship Available Under NAS 16-18 year olds only!,,,False,True,False,False,4,3,2,4,1,10
10886,Agent-Inbound Sales Position,,0-0,False,True,False,False,1,2,6,4,13,2
10887,QA Automation Engineer - SpotHero,,70000-100000,False,True,False,False,1,2,4,1,76,7
10888,Agent inbound business,,0-0,False,True,False,False,1,2,6,4,13,2
10889,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10890,Agent-Inbound Sales Position,,10-Nov,False,True,False,False,1,2,6,4,13,2
10891,Agent-Inbound Sales Position,,956-956,True,True,False,False,1,2,6,4,13,2
10892,Sr Software Engineer (Python/Django) - Remote,Engineering,,False,True,False,False,1,2,4,2,3,9
10893,LE10 3EN Business Admin Apprenticeship available under NAS 16-18 year olds only!,,,False,True,True,False,4,3,2,4,1,3
10894,Senior Product Manager Europe,,,False,True,True,False,1,2,4,2,10,7
10895,Manchester Apprenticeships Under NAS 16-24 Year Olds Only,,,False,True,True,False,4,2,2,5,1,19
10896,Business Development & Marketing Intern at Driftrock ,,12000-12000,False,True,False,False,4,5,1,1,5,15
10897,Advisor-Inbound Technical,,10-Oct,False,True,False,False,1,2,6,4,14,2
10898,Office Manager -  Professional Multi-tasker,,40000-47000,False,True,True,False,1,2,6,4,10,10
10899,SN3 Logistics Apprentice/Warehousing Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,71,3
10900,Cleaner Recruitment Associate,Operations,,False,True,False,False,4,2,3,1,1,3
10901,Digital Marketing Strategist,,,False,True,False,False,1,5,3,1,1,3
10902,Substance Abuse Counselor (Greenville Center),,,False,True,True,False,1,3,6,2,39,5
10903,Agent-Inbound Sales Position,,0-0,False,True,False,False,1,2,6,4,13,2
10904,S70 2JB Business Admin Apprenticeship Available Under NAS 16-18 year olds only!,,,False,True,True,False,4,3,2,4,1,3
10905,Customer Service Associate ,,,False,True,False,False,1,2,6,4,23,2
10906,Advisor-Inbound Technical,,10-Nov,True,True,False,False,1,2,6,4,13,2
10907,Service Writer,Delivery,42000-42000,False,True,True,False,1,2,6,4,44,2
10908,English Teacher Abroad,,,False,True,True,False,9,5,3,2,17,3
10909,Community Support Coordinator,,,False,True,True,False,1,2,5,1,20,2
10910,Process Engineer,,,False,False,False,False,1,2,3,1,1,3
10911,"Regional Sales Manager, Middle East",Wholesale,,False,True,True,False,8,2,4,1,10,4
10912,Inbound Sales Representatives,,0-0,False,True,False,False,1,2,6,4,13,2
10913,Maintenance Mechanic,Maintenance,,False,True,False,False,1,2,4,1,63,21
10914,Junior Online Security Analyst,,,False,True,False,False,4,2,6,2,91,31
10915,Software Engineer - iOS and Android Games,,,True,True,False,False,1,2,4,2,62,9
10916,Games Product Manager,Art Studio,,False,True,False,False,4,2,4,2,62,29
10917,Senior Javascript Developer	,,,False,True,False,False,3,3,4,1,10,3
10918,Technical Support Specialist,,,False,False,False,False,1,3,3,1,1,3
10919,Agent inbound business,,0-0,True,True,False,False,1,2,6,4,13,2
10920,Graphic Design Wizard (Part-time internship),Online Marketing,,False,True,True,False,25,6,1,1,84,29
10921,Product Manager Promotions,Product and Innovation,,False,True,False,False,13,2,4,2,13,16
10922,Java developer - online banking,,,False,True,False,False,4,3,3,1,1,3
10923,Executive Assistant,,,True,True,True,False,9,2,3,1,10,10
10924,Software Engineer,DEV,60000-75000,False,True,True,False,2,2,2,2,6,9
10925,Pharmacist,,,False,True,False,False,1,3,3,1,1,3
10926,Business Intelligence Analyst,,,False,True,False,False,1,3,5,5,85,31
10927,Building Technician/Driver II ,,,False,True,False,False,1,2,6,4,3,2
10928,Manager of Training Curriculum,,90000-95000,False,False,False,False,1,2,3,2,6,7
10929,Vice President - PMO (provides relocation assistance),,,False,False,False,False,1,2,8,1,6,3
10930,FP&A Manager,,,False,True,True,False,1,2,3,2,92,28
10931,Client Account Manager ,,,False,True,False,False,1,2,4,2,8,26
10932,WF5 9TJ Business Admin Apprenticeship available under NAS 16-18 year olds only!,,,False,True,False,False,4,2,1,4,1,10
10933,Technical Support Specialist,Customer Support,,False,True,False,False,1,2,6,4,1,13
10934,Creative Director - Web Designer,,,False,True,True,False,1,2,4,1,2,24
10935,Account Manager,,,False,True,False,False,6,2,4,2,10,3
10936,CM3 4AJ Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,11,2
10937,Service Delivery Manager II ,,,False,True,False,False,1,2,4,2,14,6
10938,"Technology Sales Representative, IT Services Company",,,False,True,True,False,1,2,5,4,67,4
10939,Driver I - On Call ,,,False,True,False,False,1,2,6,4,40,2
10940,Customer Service Imaging Technician - Part Time,,,False,True,False,False,1,4,6,4,7,2
10941,Senior Software Engineer,,130000-160000,False,False,False,False,1,2,4,2,3,7
10942,Senior Producer,,,False,True,False,False,13,2,4,1,6,3
10943,Interested in Joining the Seabourne Team,,,False,True,True,False,1,3,3,1,1,3
10944,Communications Manager,PR,,False,True,False,False,4,3,3,1,1,1
10945,Software Developer,HIS Development Team,,False,True,True,False,11,2,4,2,6,7
10946,Customer Service Warehouse Associate - Part Time ,,,False,True,False,False,1,4,6,4,4,10
10947,Customer Service Associate  ,,,False,True,False,False,1,2,6,4,32,2
10948,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10949,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,22,2
10950,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,10
10951,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,4,2
10952,3 x Pension Transition Relationship Advisor (6 months fixed term),,,False,True,True,False,4,6,5,1,7,32
10953,Dutch Market Developer for Uniplaces.com,,,False,True,False,False,74,2,1,1,10,3
10954,Recruitment & Talent Acquisition Professional,Recruiter Network,,False,True,True,True,1,1,4,2,26,19
10955,DL1 1LA Warehouse Apprenticeship Available Under NAS 16-18 year olds only!,,,False,True,True,False,4,3,3,1,1,3
10956,Customer Service Associate ,,,False,True,False,False,4,2,3,1,38,2
10957,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
10958,New York Relay Supervisor,CSD Relay,,False,True,True,False,1,2,2,5,13,6
10959,SAP ABAP Developer - WebIC,,,False,False,False,False,1,5,3,1,6,7
10960,Customer Service Associate,,,False,True,False,False,1,2,6,4,11,2
10961,Intern,,,False,True,True,False,1,1,2,1,10,8
10962,Lead Software Engineer - Web,Engineering,,False,True,True,True,1,2,4,2,52,9
10963,Advisory & Consulting Associate,,,False,True,True,False,1,2,5,2,7,18
10964,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,14,10
10965,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,14,2
10966,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
10967,Outside Sales | Design Consultant,,,False,True,False,False,1,2,2,4,18,4
10968,Python Engineer,Engineering,120000-150000,False,True,False,False,1,2,3,2,3,9
10969,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
10970,Client Systems Admin,IS/IT,,False,True,True,False,1,2,6,7,15,7
10971,Customer Service Technical Specialist - On Call ,,,False,True,False,False,1,4,6,4,7,2
10972,Senior DevOps Engineer,,,True,True,True,False,1,2,2,1,91,9
10973,Driver II ,,,False,True,False,False,1,2,6,4,7,2
10974,Head of Customer Experience,Customer Experience,,False,True,False,False,1,2,4,2,48,2
10975,Teaching Placement Coordinator in Sri Lanka,,0-0,False,False,False,False,88,2,2,1,17,13
10976,Veterinarian,Small Animal Hospital,,False,True,True,False,1,2,4,2,120,6
10977,VP Engineering,,,False,True,False,False,1,2,8,1,3,7
10978,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,2
10979,General Clerk 1 - Call Center Agent,,,False,True,False,False,1,2,6,4,11,2
10980,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10981,Luton DGV Apprenticeship available under NAS 18 year olds only!,,,False,True,True,False,4,3,2,4,1,3
10982,Hemel Heampstead Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,10
10983,Director of Rehab,,,False,False,False,False,1,2,2,8,4,5
10984,S8 7RB Customer Service Apprenticeship available under NAS 16-18 year olds only!!,,,False,True,True,False,4,3,2,4,1,3
10985,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,7,2
10986,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,10
10987,Customer Service Associate ,,,False,True,False,False,1,2,6,4,32,2
10988,Proposal Writer ,,,False,True,False,False,1,2,5,2,8,1
10989,Operations Engineer,IT,,False,True,True,False,1,2,4,1,10,7
10990,CH1 1DD Business Admin Apprentice Available Under NAS 16-18 year olds only,,,False,True,True,False,4,3,3,1,1,3
10991,Senior Scala Developer ,tech,45000-70000,False,True,True,False,3,2,4,2,6,9
10992,Sales Consultant Philly,,,False,True,False,False,1,2,3,1,1,3
10993,Birmingham Recruitment Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,3,2,4,29,19
10994,Customer Service Associate ,,,False,True,False,False,1,2,6,4,3,2
10995,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
10996,Marketing Intern,,,False,True,True,False,4,3,3,1,1,3
10997,"Research Assistant, Online Publication",Content,,False,True,True,False,1,3,3,1,1,3
10998,Ambit Energy Consultants ,,0-100000,False,True,False,False,1,4,2,5,14,8
10999,Online Marketing Manager,Marketing,,False,True,True,False,7,2,6,2,10,1
11000,Feature Writer - Personal Finance ,Content,,False,True,True,False,1,3,3,1,1,3
11001,Customer Service Apprenticeship 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,1,2
11002,Business,Commercial,,False,True,True,False,13,3,3,1,1,3
11003,Outside Sales Professional-St. Cloud,,,False,True,False,False,1,3,3,1,1,3
11004,Customer Service Associate,,,False,True,False,False,1,2,6,4,14,2
11005,L1 3DZ Business Admin Apprentice Available Under NAS 16-18 year olds only,,,False,True,True,False,4,3,2,4,1,3
11006,Cloud Systems Engineer,IT,,False,True,True,False,1,2,3,2,6,7
11007,Beauty & Fragrance consultants needed,,,False,True,False,False,4,3,3,1,1,3
11008,Senior Programmer Analyst,NC,,False,False,True,False,1,5,4,2,6,7
11009,Birmingham Business Admin Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,14,2,2,4,29,10
11010,GIS Mapping Engineer,,,False,True,False,False,2,2,5,2,1,7
11011,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
11012,Office Manager,Administration,,False,True,True,False,13,2,6,5,3,10
11013,Finance Assistant,Finance,,False,True,True,False,4,2,6,2,10,25
11014,LDAP Admin,,,False,False,False,False,1,5,3,1,91,3
11015,Customer Service Associate ,,,False,True,False,False,9,2,6,4,12,2
11016,Product Management Intern,,,False,True,True,False,3,2,1,5,10,3
11017,Senior Web Developer at dotcom start-up,,,False,True,False,False,4,1,4,1,10,7
11018,General Clerk 2 ,,,False,True,False,False,1,2,6,4,14,2
11019,"VP, Human Resources",,,False,True,False,False,1,2,3,1,1,19
11020,Analytics Associate,Customer Success,,False,True,True,False,1,2,5,2,3,31
11021,Tech Lead (PHP/WordPress),,200000-600000,False,True,True,False,10,2,4,1,3,9
11022,English Teacher Abroad ,,,False,True,True,False,9,5,3,2,17,3
11023,Android App / UI Developer,Engineering,40000-50000,False,True,True,False,4,2,4,2,10,9
11024,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
11025,CH45 1JR Customer Service Apprenticeship available under NAS 16-18 year olds only!,,,False,True,True,False,4,3,3,1,1,2
11026,Customer Service Manager (Consignor Relations),Customer Service,,False,True,False,False,1,3,3,1,1,2
11027,Science Tutor,,,False,True,True,False,1,5,6,6,17,13
11028,VIRTUAL ASSISTANT,Business Development,,False,True,False,False,51,2,3,3,26,15
11029,Senior iOS Engineer,Engineering,,False,False,False,False,1,2,4,2,48,9
11030,Product Team Leader ,Product,,False,True,True,False,51,2,4,2,6,16
11031,Studio Sr. Visual Designer ,,,False,True,False,False,1,2,4,2,8,11
11032,Luxury fragrance consultants needed for Xmas!,,,False,True,False,False,4,3,3,1,1,3
11033,Customer Service Associate ,,,False,True,False,False,1,2,6,4,23,2
11034,Marketing Associate,,,False,True,False,False,1,2,3,1,2,1
11035,Customer Service Technical Specialist - Part Time,,,False,True,False,False,1,4,6,4,11,2
11036,Customer Service Team Lead ,,,False,True,False,False,1,2,6,4,14,2
11037,Customer Service Associate ,,,False,True,False,False,1,2,6,4,14,2
11038,Migration Center,,,False,False,False,True,14,3,3,1,1,3
11039,Technical Services Representative - Print Services ,,,False,True,False,False,1,2,6,4,52,10
11040,HP3 9RW Customer Service Apprenticeship government funding for 16-18 year olds only,,,False,True,True,False,4,2,6,1,1,2
11041,Essex Customer Service Apprenticeship Under NAS 16-18 Year Olds Only,,,False,True,True,False,4,2,2,4,65,2
11042,Customer Service Associate,,,False,True,False,False,1,2,6,4,11,2
11043,Customer Service Team Lead  ,,,False,True,False,False,1,2,6,4,32,2
11044,Sr. JavaScript Front-End Engineer,Engineering,,False,True,True,False,1,2,4,2,10,9
11045,System Administrator,,,False,True,False,False,14,3,3,1,1,3
11046,Customer Service Records Associate - Part Time ,,,False,True,False,False,1,2,6,4,14,2
11047,Technical Services Representative - Print Services ,,,False,True,False,False,1,2,6,4,52,10
11048,Marketing Trainee,Internships,,False,True,True,False,13,3,3,1,1,3
11049,Junior Software Engineer,,,False,False,False,False,12,2,5,1,6,9
11050,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
11051,Digital Marketing Intern,,,False,True,True,False,1,4,1,9,2,1
11052,Pre-Sales Engineer (Cisco),,,False,True,False,False,1,2,4,10,6,7
11053,Driver I - Part Time ,,,False,True,False,False,1,4,6,4,7,2
11054,Data Scientist Engineer,,,False,True,True,False,1,2,2,1,10,7
11055,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
11056,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
11057,Marketing & Communications Manager - Rippleshot,Rippleshot,40000-60000,False,True,False,False,1,2,5,2,6,1
11058,English Teacher Overseas,,,False,True,True,False,4,5,3,2,17,3
11059,Customer Service Associate - Part Time,,,False,True,False,False,1,4,6,4,14,2
11060,Customer Service Associate,,,False,True,False,False,1,2,6,4,11,2
11061,Office Services Team Lead ,,,False,True,False,False,1,2,6,4,7,10
11062,"City Manager, Los Angeles",Sales / Operations,,False,True,False,False,1,2,3,2,41,4
11063,"[Denver, CO] Fundraising Consultant",Sales,25000-30000,True,True,False,False,1,2,6,5,96,4
11064,Senior Creative Developer,Technology,40000-45000,False,True,True,False,4,2,4,2,2,9
11065,Delivery Driver,Operations,,False,True,True,False,1,2,3,1,48,34
11066,Process Engineer,,,False,False,False,False,1,2,3,1,1,3
11067,Customer Success Manager - Conferences i/o,Conferences i/o,30000-30000,False,True,False,False,1,2,6,2,6,2
11068,Android Engineer,,30000-70000,False,True,False,False,25,2,4,2,72,7
11069,Sales Associate,,0-0,False,True,True,False,1,2,6,6,14,4
11070,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,14,2
11071,Administrative Assistant ,,,False,True,False,False,1,2,6,4,7,10
11072,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,17,2
11073,Customer Service Associate/Shipping and Receiving ,,,False,True,False,False,1,2,6,4,3,2
11074,Account Executive/Sales Rep,,,False,True,False,False,1,2,2,1,2,4
11075,Front-End Developer,,,False,True,False,False,47,2,3,1,1,3
11076,English Teacher Overseas,,,False,True,True,False,4,5,3,2,17,3
11077,Financial Controller,,,False,True,True,False,1,2,4,1,1,25
11078,Real Services,,,False,False,False,True,14,3,3,1,1,3
11079,Customer Service Associate,,,False,True,False,False,1,2,5,4,32,2
11080,Entry Level Sales,,55000-75000,True,False,False,False,1,2,6,4,7,4
11081,Software Engineer - OptionsAway,OptionsAway,65000-80000,False,True,False,False,1,2,4,2,6,7
11082,Shipper (Phoenix),Operations,,False,True,True,False,1,3,3,1,1,8
11083,Customer Service Associate ,,,False,True,False,False,1,2,6,4,7,10
11084,CDL Driver,,,False,True,False,False,1,2,3,1,18,3
11085,Office Services Associate ,,,False,True,False,False,1,2,5,4,19,2
11086,Customer Service Associate ,,,False,True,False,False,1,2,6,4,17,10
11087,B70 9QW Recruitment Apprentice available under NAS 16-18 year olds,,,False,True,True,False,4,3,2,4,1,3
11088,NY | UX POOL,,,False,True,False,False,1,3,3,1,1,3
11089,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
11090,General Clerk 2 ,,,False,True,False,False,1,2,6,4,89,2
11091,Customer Service Associate - Copy/Reprographics ,,,False,True,False,False,1,2,6,4,14,2
11092,Premium Client Services Team Leader,Customer Services,,False,True,True,False,5,2,3,1,7,2
11093,Part Time Accounts & Office Management - Fast Growing Financial Startup,,,False,True,False,False,4,4,5,2,10,10
11094,Reprographics Specialist ,,,False,True,False,False,1,2,6,4,7,2
11095,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,101,2
11096,Customer Service Associate - On Call ,,,False,True,False,False,1,4,6,4,3,2
11097,Customer Service Associate ,,,False,True,False,False,1,2,6,4,19,2
11098,Service Delivery Manager 2,,,False,True,False,False,1,2,5,2,7,2
11099,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,14,10
11100,Sr. Database Administrator ,Technology ,,False,True,True,False,1,3,3,1,1,3
11101,Accounting Assistant ,,,False,True,False,False,1,2,6,4,8,10
11102,Customer Service Associate ,,,False,True,False,False,1,2,6,4,38,2
11103,Graduates: English Teacher Abroad ,,,False,True,False,False,1,5,3,2,17,3
11104,English Teacher Overseas,,,False,True,True,False,4,5,3,2,17,3
11105,"Director, Supply Chain - Strategy",,,False,False,False,False,1,2,3,1,43,3
11106,Customer Service Associate ,,,False,True,False,False,1,2,6,4,58,2
11107,Recruiting Fragrance and Beauty Promo Staff In Birmingham,,,False,True,False,False,4,6,3,1,25,3
11108,ADF Operator II ,,,False,True,False,False,1,2,6,4,14,2
11109,CA2 5EQ Business Admin Apprenticeship available under NAS 16-18 year olds only!,,,False,True,True,False,4,3,2,4,1,3
11110,B2 4RN Business Admin Apprenticeship under NAS 16-18 year olds only!,,,False,True,True,False,4,3,2,4,1,10
11111,"Full-Time Caregiver (Position C) for a Shy, Sweet Young Woman",,,False,True,True,False,1,2,6,4,69,5
11112,Mirfield Warehousing Apprenticeship Under NAS 16-18 Year Olds Only ,,,False,True,True,False,4,2,2,4,71,3
11113,Intern/Junior RoR Developer @netguru,,,False,True,True,False,12,3,3,1,1,3
11114,Interactive Web Designer ,Product Development,,False,True,True,False,1,3,3,1,1,3
11115,Gatwick Customer Service Apprenticeship 16-18 Year Olds Only,,,False,True,True,False,4,2,1,4,1,3
11116,Creative Technologist ,,,False,True,True,False,14,2,3,1,49,3
11117,Senior Sales Advisor- London Area,Retail,,False,True,True,False,4,2,5,1,60,2
11118,CR0 4XH Customer Service Apprenticeships Under NAS 16-24 Year Olds Only,,,False,True,True,False,4,2,2,4,1,2
11119,"Home Health CNA-Groveland, ID",,,False,True,False,False,1,3,3,1,1,3
11120,Software Engineer (New Graduate),,,False,True,False,False,1,3,3,1,1,3
11121,(Senior) Structural Engineer,,,False,False,False,False,1,2,4,2,16,9
11122,Luxury fragrance consultants needed for Xmas!,,,False,True,False,False,4,3,3,1,1,3
11123,Hiring for all FOH and BOH Positions!,,,False,False,False,False,1,3,3,1,74,3
11124,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
11125,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,4,2
11126,Sales Manager,Sales,,False,True,True,False,3,2,4,1,10,4
11127,Customer Service Associate - Part Time,,,False,True,False,False,1,4,6,4,11,2
11128,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,14,10
11129,Customer Service Associate - Part Time,,,False,True,False,False,1,4,6,4,4,2
11130,Web Developer,Marketing,,False,True,True,False,1,2,3,5,91,1
11131,Customer Service Technical Specialist ,,,False,True,False,False,1,2,6,4,14,2
11132,Mail Sorter / Machine Operator,,,False,True,False,False,1,2,6,4,14,2
11133,Customer Service Associate,,,False,True,False,False,1,2,6,4,11,2
11134,Customer Service Associate - Part Time ,,,False,True,False,False,1,4,6,4,7,10
11135,Senior Data Analyst,,120000-125000,False,False,False,False,1,2,4,2,6,7
11136,"Assistant Chief Nursing Officer (hospital west of Montgomery, AL)",,,False,False,False,False,1,2,4,2,4,5
11137,Customer Service Associate TPO Services ,,,False,True,False,False,1,2,6,4,14,2
11138,English Teacher Abroad ,,,False,True,True,False,1,5,3,2,17,3
11139,Luxury Returns Specialist,Operations,,False,True,False,False,1,2,3,1,1,3
11140,SAP BI/HANA Managing Consultant,,,True,True,True,False,1,2,4,2,6,7
11141,Associate - Leverage Finance,Finance,,False,False,True,False,1,2,5,1,78,25
11142,English Teacher Abroad,,,False,True,True,False,1,5,3,2,17,3
